title,link,author,rating
"Field And Wave Electromagnetics 
ডেভিড কে চেং",https://www.rokomari.com/book/103263/field-and-wave-electromagnetics,ডেভিড কে চেং,N/A
"Introduction to Computer Science - 2nd Edition
আইটিএল ইডুকেশন সল্যুশনস্ লিমিটেড",https://www.rokomari.com/book/72048/introduction-to-computer-science,আইটিএল ইডুকেশন সল্যুশনস্ লিমিটেড,(2)
"Construction Project management, Theory and Practice
কুমার নীরজ ঝা",https://www.rokomari.com/book/230501/construction-project-management-theory-and-practice,কুমার নীরজ ঝা,N/A
"Java The Complete Reference Twelfth Edition
হার্বার্ট স্কেল্ট্‌ ",https://www.rokomari.com/book/230614/java-the-complete-reference-twelfth-edition,হার্বার্ট স্কেল্ট্‌,(1)
"Introductory Methods of Numerical Analysis
এস এস শাস্ত্রী",https://www.rokomari.com/book/160708/introductory-methods-of-numerical-analysis,এস এস শাস্ত্রী,(4)
"Satellite Communications
টিমথি প্রাট",https://www.rokomari.com/book/231185/satellite-communications,টিমথি প্রাট,(2)
"Reinforced Concrete Design
রাজু এন কৃষ্ণা",https://www.rokomari.com/book/230550/reinforced-concrete-design,রাজু এন কৃষ্ণা,(1)
"Surveying - Vol. 1
 ডঃ বি সি পুনমিয়া",https://www.rokomari.com/book/198585/surveying-vol-1,ডঃ বি সি পুনমিয়া,N/A
"Automatic Control Systems
ফরিদ গোলনার‍্যাগ",https://www.rokomari.com/book/230624/automatic-control-systems,ফরিদ গোলনার‍্যাগ,N/A
"Semiconductor Physics and Devices
ডোনাল্ড এ. নিয়ামিন ",https://www.rokomari.com/book/231174/semiconductor-physics-and-devices,ডোনাল্ড এ. নিয়ামিন,N/A
"Radio Engineering (Principles Of Communication Systems)
জি কে মিঠাল",https://www.rokomari.com/book/231561/radio-engineering-principles-of-communication-systems,জি কে মিঠাল,N/A
"Continuous and Discrete Signals and Systems
সামীর এস. সলিমান",https://www.rokomari.com/book/117587/continuous-and-discrete-signals-and-systems,সামীর এস. সলিমান,N/A
"PHP and MySQL
মাইক ম্যাকগ্রাথ",https://www.rokomari.com/book/119696/php-and-mysql,মাইক ম্যাকগ্রাথ,(3)
"Android Apps with App Inventor: The Fast and Easy Way to Build Android Apps
জর্জ এইচ লস",https://www.rokomari.com/book/104696/android-apps-with-app-inventor-the-fast-and-easy-way-to-build-android-apps,জর্জ এইচ লস,(6)
"Big Data Analytics Beyond Hadoop: Real-Time Applications with Storm, Spark, and More Hadoop Alternatives
বিজয় অগ্নিস্বরন",https://www.rokomari.com/book/115056/big-data-analytics-beyond-hadoop-real-time-applications-with-storm-spark-and-more-hadoop-alternatives,বিজয় অগ্নিস্বরন,(5)
"Modern Power System Analysis 
ডি. পি. কথারি",https://www.rokomari.com/book/92957/modern-power-system-analysis,ডি. পি. কথারি,(3)
"Telecommunications, Switching, Traffic And Networks 
জে ই ফ্লোড ",https://www.rokomari.com/book/103318/telecommunications-switching-traffic-and-networks,জে ই ফ্লোড,(5)
"Computer Graphics, C Version - 2nd Edition
ডোনাল্ড ডি হার্ন ",https://www.rokomari.com/book/72039/computer-graphics-c-version,ডোনাল্ড ডি হার্ন,(1)
"Wireless Communications and Networks
উইলিয়াম স্ট্যালিংস্‌",https://www.rokomari.com/book/72027/wireless-communications-and-networks,উইলিয়াম স্ট্যালিংস্‌,N/A
"Vector Analysis
মারে আর. স্পিগেল",https://www.rokomari.com/book/72241/vector-analysis,মারে আর. স্পিগেল,(2)
"Data Structures and Algorithm Analysis in C plus plus
মার্ক অ্যালেন উইস",https://www.rokomari.com/book/105629/data-structures-and-algorithm-analysis-in-c-plus-plus,মার্ক অ্যালেন উইস,(2)
"An Introduction to Mechanics
ড্যানিয়েল ক্লেপনার",https://www.rokomari.com/book/119363/an-introduction-to-mechanics,ড্যানিয়েল ক্লেপনার,(2)
"Fundamentals Of Computer Algorithms 
এলিস হরোউইটজ",https://www.rokomari.com/book/71161/fundamentals-of-computer-algorithms,এলিস হরোউইটজ,(2)
"Fuel Systems and Emission Controls 
আর ফেন্নেমা ",https://www.rokomari.com/book/290131/fuel-systems-and-emission-controls,আর ফেন্নেমা,N/A
"WiMAX: Technology for Broadband Wireless Access
প্রফেসর লুৎফি নুয়াইম",https://www.rokomari.com/book/288157/wimax-technology-for-broadband-wireless-access,প্রফেসর লুৎফি নুয়াইম,N/A
"Applied Cryptography Protocols, Algorithms, and Source Code in C (Second Edition)
ব্রুস স্কনিয়ের",https://www.rokomari.com/book/54526/applied-cryptography-protocols-algorithms-and-source-code-in-c-second-edition,ব্রুস স্কনিয়ের,(10)
"Pro Oracle JDBC Programming 
আর. এম. মেনন",https://www.rokomari.com/book/54790/pro-oracle-jdbc-programming,আর. এম. মেনন,N/A
"Modern Control Engineering
কাটসুহিকো ওগাটা ",https://www.rokomari.com/book/117555/modern-control-engineering,কাটসুহিকো ওগাটা,(1)
"Effective Java
জশু ব্লচ",https://www.rokomari.com/book/126467/effective-java,জশু ব্লচ,(2)
"দ্য বার্থ অব কোয়ান্টাম ম্যাকানিকস 
প্রফেসর ড. সৈয়দ বদিউজ্জামান ফারুক",https://www.rokomari.com/book/427172/the-birth-of-quantum-mechanics,প্রফেসর ড. সৈয়দ বদিউজ্জামান ফারুক,N/A
"CMOS Analog Circuit Design 
ফিলিপ ই. এ্যালেন",https://www.rokomari.com/book/69662/cmos-analog-circuit-design,ফিলিপ ই. এ্যালেন,N/A
"Introduction to Automata Theory, Languages, and Computation 
জন ই. হপক্রফট্‌ ",https://www.rokomari.com/book/72011/introduction-to-automata-theory-languages-and-computation,জন ই. হপক্রফট্‌,N/A
"Web Design with HTML, CSS, JavaScript and jQuery Set
জন ডাকট",https://www.rokomari.com/book/134176/web-design-with-html-css-javascript-and-jquery-set,জন ডাকট,(6)
"Direct and Alternating Current Machinery
রোজেনব্ল্যাট",https://www.rokomari.com/book/186818/direct-and-alternating-current-machinery,রোজেনব্ল্যাট,N/A
"Testing Commisioning Operation and Maintenance of electrical equipments
এস রাও ",https://www.rokomari.com/book/115837/testing-commisioning-operation-and-maintenance-of-electrical-equipments,এস রাও,N/A
"Digital Computer Electronics
আলবার্ট পল মালভিনো ",https://www.rokomari.com/book/70988/digital-computer-electronics,আলবার্ট পল মালভিনো,N/A
"Data Structures Using C 
ই. বালাগুরুস্বামি",https://www.rokomari.com/book/105177/data-structures-using-c,ই. বালাগুরুস্বামি,(1)
"Finite Element Analysis Using Ansys 11.0
প্যালেটি শ্রীনিবাস",https://www.rokomari.com/book/230519/finite-element-analysis-using-ansys-11-0,প্যালেটি শ্রীনিবাস,(1)
"Let Us C
যশবন্ত কানিতকার ",https://www.rokomari.com/book/54181/let-us-c,যশবন্ত কানিতকার,(2)
"Digital Fundamentals
থমাস এল ফ্লয়েড ",https://www.rokomari.com/book/181476/digital-fundamentals,থমাস এল ফ্লয়েড,N/A
"Fundamentals of Digital Circuits
কুমার এ আনন্দ",https://www.rokomari.com/book/231401/fundamentals-of-digital-circuits,কুমার এ আনন্দ,(3)
"Android Programming - Unleashed 
বি এম হারওয়ানি",https://www.rokomari.com/book/104693/android-programming-unleashed,বি এম হারওয়ানি,(2)
"Power Plant Engineering
ব্ল্যাক ভ্যাচ",https://www.rokomari.com/book/141810/power-plant-engineering,ব্ল্যাক ভ্যাচ,N/A
"Kennedys Electronic Communication Systems
জর্জ কেনেডি",https://www.rokomari.com/book/120399/kennedys-electronic-communication-systems,জর্জ কেনেডি,(1)
"Programming In Matlab - A Problem - Solving Approach 
অঙ্কুশ মিত্তাল",https://www.rokomari.com/book/103310/programming-in-matlab-a-problem-solving-approach,অঙ্কুশ মিত্তাল,N/A
"Civil Engineering Drawing 
ডি এন ঘোষ ",https://www.rokomari.com/book/92925/civil-engineering-drawing,ডি এন ঘোষ,N/A
"C Sharp 4.0 The Complete Reference
হার্বার্ট স্কেল্ট্‌ ",https://www.rokomari.com/book/119610/c-sharp-4-0-the-complete-reference,হার্বার্ট স্কেল্ট্‌,N/A
"Shigley's Mechanical Engineering Design
জে কেইথ নিসবেট ",https://www.rokomari.com/book/118310/shigley-s-mechanical-engineering-design,জে কেইথ নিসবেট,(1)
"Housing and Residential Development
জোসেফ দে চিইয়ারা ",https://www.rokomari.com/book/119478/housing-and-residential-development,জোসেফ দে চিইয়ারা,N/A
"Principles of Electromagnetics
ম্যাথিউ এন ও সাদিকু",https://www.rokomari.com/book/124342/principles-of-electromagnetics,ম্যাথিউ এন ও সাদিকু,N/A
"Data Structures Using C 
রিমা থারেজা",https://www.rokomari.com/book/69580/data-structures-using-c,রিমা থারেজা,(4)
"Treasure of R. C. C. Designs 
সুশীল কুমার",https://www.rokomari.com/book/113996/treasure-of-r-c-c-designs,সুশীল কুমার,N/A
"Islamic Architecture in India
এস কে গ্রোভার",https://www.rokomari.com/book/171961/islamic-architecture-in-india,এস কে গ্রোভার,N/A
"Refrigeration And Air conditioning 
রমেশ চন্দ্র",https://www.rokomari.com/book/54447/refrigeration-and-air-conditioning,রমেশ চন্দ্র,N/A
